Población a 1 de enero. Por sexo y edad en grandes grupos
Municipios. 2000
Fuente: Idescat, a partir del Padrón continuo del INE.
Institut d'Estadística de Catalunya
http://www.idescat.cat/pub/?id=pmh&n=1181&by=mun&t=200000&lang=es
Código;Literal;Hombres. De 0 a 14 años;Hombres. De 15 a 64 años;Hombres. 65 años o más;Mujeres. De 0 a 14 años;Mujeres. De 15 a 64 años;Mujeres. 65 años o más;Total. De 0 a 14 años;Total. De 15 a 64 años;Total. 65 años o más
431649;Vespella de Gaià;11;84;21;9;62;18;20;146;39
082981;Vic;2435;10477;2279;2208;10566;3568;4643;21043;5847
172121;Vidrà;12;47;19;11;53;16;23;100;35
172137;Vidreres;343;1716;346;348;1579;408;691;3295;754
252430;Vielha e Mijaran;358;1517;204;361;1464;235;719;2981;439
431652;Vilabella;55;256;86;46;260;85;101;516;171
172142;Vilabertran;50;260;87;38;254;95;88;514;182
172155;Vilablareix;145;697;74;159;666;101;304;1363;175
082994;Vilada;24;172;70;25;139;92;49;311;162
172174;Viladamat;23;139;59;20;119;57;43;258;116
172168;Viladasens;10;60;26;14;47;28;24;107;54
083015;Viladecans;4542;21339;2381;4390;20433;3027;8932;41772;5408
083008;Viladecavalls;578;2097;229;536;2051;264;1114;4148;493
172180;Vilademuls;35;246;84;28;234;93;63;480;177
172207;Viladrau;49;285;92;57;271;102;106;556;194
172214;Vilafant;349;1498;200;347;1484;222;696;2982;422
083054;Vilafranca del Penedès;2297;10489;1958;2125;10341;2814;4422;20830;4772
252445;Vilagrassa;31;166;46;17;129;64;48;295;110
172235;Vilajuïga;80;325;69;78;310;91;158;635;160
431750;Vilalba dels Arcs;41;249;109;37;196;130;78;445;239
083067;Vilalba Sasserra;37;184;24;36;146;27;73;330;51
252458;Vilaller;36;200;67;33;176;66;69;376;133
172240;Vilallonga de Ter;17;146;69;16;115;58;33;261;127
431665;Vilallonga del Camp;81;440;93;92;404;127;173;844;220
172253;Vilamacolum;15;87;36;11;73;39;26;160;75
172266;Vilamalla;65;301;42;46;264;43;111;565;85
172272;Vilamaniscle;8;40;17;4;31;20;12;71;37
252477;Vilamòs;12;55;11;18;42;14;30;97;25
172288;Vilanant;17;102;36;17;91;45;34;193;81
431671;Vilanova d'Escornalbou;21;183;30;28;138;49;49;321;79
252483;Vilanova de Bellpuig;61;347;159;52;346;174;113;693;333
252496;Vilanova de l'Aguda;11;83;46;19;76;38;30;159;84
252542;Vilanova de la Barca;63;287;109;49;268;145;112;555;254
252509;Vilanova de Meià;25;150;69;24;133;72;49;283;141
431687;Vilanova de Prades;7;47;26;5;42;30;12;89;56
083036;Vilanova de Sau;14;109;27;23;115;32;37;224;59
252516;Vilanova de Segrià;44;291;70;50;245;89;94;536;159
083020;Vilanova del Camí;885;3742;500;825;3596;655;1710;7338;1155
089024;Vilanova del Vallès;196;815;163;176;805;159;372;1620;322
083073;Vilanova i la Geltrú;3812;18243;3679;3664;17980;5011;7476;36223;8690
431690;Vilaplana;25;169;70;33;142;87;58;311;157
431704;Vila-rodona;48;369;145;59;276;137;107;645;282
172305;Vila-sacra;20;137;33;13;136;44;33;273;77
252521;Vila-sana;32;152;68;34;161;67;66;313;135
431711;Vila-seca;1104;4829;679;1042;4626;853;2146;9455;1532
082140;Vilassar de Dalt;467;2729;521;437;2618;712;904;5347;1233
082191;Vilassar de Mar;1337;6073;917;1294;6088;1291;2631;12161;2208
172229;Vilaür;5;54;13;3;40;10;8;94;23
431726;Vilaverd;15;117;45;10;99;68;25;216;113
431732;Vilella Alta, la;3;47;16;4;32;26;7;79;42
431747;Vilella Baixa, la;9;60;25;5;45;30;14;105;55
172333;Vilobí d'Onyar;156;846;168;124;724;205;280;1570;373
083041;Vilobí del Penedès;55;300;95;53;274;97;108;574;192
172327;Vilopriu;5;54;24;7;42;29;12;96;53
252537;Vilosell, el;5;57;26;7;62;40;12;119;66
431763;Vimbodí i Poblet;51;346;142;29;284;159;80;630;301
252555;Vinaixa;34;199;69;34;182;109;68;381;178
431779;Vinebre;23;147;51;16;132;74;39;279;125
431785;Vinyols i els Arcs;85;425;122;81;393;107;166;818;229
083089;Viver i Serrateix;9;64;23;12;53;27;21;117;50
430521;Xerta;76;393;139;75;362;180;151;755;319
;Catalunya;438014;2169951;450663;414677;2153598;635096;852691;4323549;1085759

