Población a 1 de enero. Por sexo y edad en grandes grupos
Municipios. 2021
Fuente: Idescat, a partir del Padrón continuo del INE.
Institut d'Estadística de Catalunya
http://www.idescat.cat/pub/?id=pmh&n=1181&by=mun&lang=es
Código;Literal;Hombres. De 0 a 14 años;Hombres. De 15 a 64 años;Hombres. 65 años o más;Mujeres. De 0 a 14 años;Mujeres. De 15 a 64 años;Mujeres. 65 años o más;Total. De 0 a 14 años;Total. De 15 a 64 años;Total. 65 años o más
172095;Vall-llobrega;70;331;63;67;323;64;137;654;127
431606;Vallmoll;136;612;152;152;580;161;288;1192;313
082969;Vallromanes;242;948;163;197;874;170;439;1822;333
431613;Valls;1900;8395;2002;1857;7797;2602;3757;16192;4604
259062;Valls d'Aguilar, les;11;92;46;7;75;33;18;167;79
252398;Valls de Valira, les;59;278;75;49;251;88;108;529;163
431628;Vandellòs i l'Hospitalet de l'Infant;582;2205;514;534;2181;629;1116;4386;1143
259097;Vansa i Fórnols, la;4;56;21;3;47;25;7;103;46
082975;Veciana;16;51;30;13;45;24;29;96;54
431634;Vendrell, el;3147;12745;3407;2980;12577;4035;6127;25322;7442
172109;Ventalló;79;293;92;69;279;102;148;572;194
252424;Verdú;41;269;99;51;272;148;92;541;247
172116;Verges;87;373;129;93;347;154;180;720;283
431649;Vespella de Gaià;33;157;59;38;126;45;71;283;104
082981;Vic;4192;16752;3010;3850;15150;4365;8042;31902;7375
172121;Vidrà;14;62;19;17;58;16;31;120;35
172137;Vidreres;612;2887;687;581;2565;741;1193;5452;1428
252430;Vielha e Mijaran;395;2126;367;376;1982;428;771;4108;795
431652;Vilabella;38;232;89;41;212;93;79;444;182
172142;Vilabertran;106;274;103;67;310;109;173;584;212
172155;Vilablareix;333;1027;249;302;1057;257;635;2084;506
082994;Vilada;23;134;73;14;111;69;37;245;142
172174;Viladamat;28;153;56;36;144;54;64;297;110
172168;Viladasens;20;77;18;9;65;25;29;142;43
083015;Viladecans;5490;22501;4916;5221;22234;6345;10711;44735;11261
083008;Viladecavalls;600;2623;572;581;2633;612;1181;5256;1184
172180;Vilademuls;75;274;82;74;254;76;149;528;158
172207;Viladrau;81;374;87;91;353;116;172;727;203
172214;Vilafant;471;1744;478;394;1823;570;865;3567;1048
083054;Vilafranca del Penedès;3447;12945;3041;3236;13124;4176;6683;26069;7217
252445;Vilagrassa;53;208;49;46;182;49;99;390;98
172235;Vilajuïga;79;388;89;76;388;104;155;776;193
431750;Vilalba dels Arcs;36;187;90;39;166;112;75;353;202
083067;Vilalba Sasserra;66;269;51;62;244;66;128;513;117
252458;Vilaller;43;191;59;17;164;80;60;355;139
172240;Vilallonga de Ter;21;145;43;17;112;48;38;257;91
431665;Vilallonga del Camp;275;789;158;234;741;188;509;1530;346
172253;Vilamacolum;36;149;33;30;83;40;66;232;73
172266;Vilamalla;84;386;114;95;367;108;179;753;222
172272;Vilamaniscle;13;71;32;11;56;22;24;127;54
252477;Vilamòs;4;72;14;9;52;13;13;124;27
172288;Vilanant;34;130;37;26;135;37;60;265;74
431671;Vilanova d'Escornalbou;41;200;62;45;176;58;86;376;120
252483;Vilanova de Bellpuig;94;357;150;98;294;185;192;651;335
252496;Vilanova de l'Aguda;7;58;30;3;63;33;10;121;63
252542;Vilanova de la Barca;69;456;100;57;311;134;126;767;234
252509;Vilanova de Meià;26;166;71;16;90;58;42;256;129
431687;Vilanova de Prades;5;34;15;10;38;6;15;72;21
083036;Vilanova de Sau;23;84;43;15;102;47;38;186;90
252516;Vilanova de Segrià;81;370;93;66;283;107;147;653;200
083020;Vilanova del Camí;1087;4346;949;1055;4134;1165;2142;8480;2114
089024;Vilanova del Vallès;552;1912;330;504;1873;364;1056;3785;694
083073;Vilanova i la Geltrú;4858;22036;5722;4631;22582;7629;9489;44618;13351
431690;Vilaplana;30;197;60;31;162;56;61;359;116
431704;Vila-rodona;102;475;111;107;371;133;209;846;244
172305;Vila-sacra;62;252;58;82;232;75;144;484;133
252521;Vila-sana;72;252;54;57;243;83;129;495;137
431711;Vila-seca;2121;7670;1518;1980;7483;1750;4101;15153;3268
082140;Vilassar de Dalt;662;2990;823;650;2965;984;1312;5955;1807
082191;Vilassar de Mar;1627;6645;1856;1546;6875;2387;3173;13520;4243
172229;Vilaür;19;44;20;12;53;14;31;97;34
431726;Vilaverd;28;174;41;24;134;44;52;308;85
431732;Vilella Alta, la;9;44;16;7;38;17;16;82;33
431747;Vilella Baixa, la;15;70;28;9;58;28;24;128;56
172333;Vilobí d'Onyar;267;1176;276;276;1013;302;543;2189;578
083041;Vilobí del Penedès;103;369;113;83;334;126;186;703;239
172327;Vilopriu;17;75;30;16;61;31;33;136;61
252537;Vilosell, el;10;54;36;7;53;32;17;107;68
431763;Vimbodí i Poblet;48;300;126;34;237;135;82;537;261
252555;Vinaixa;29;141;74;18;125;77;47;266;151
431779;Vinebre;41;126;45;25;134;56;66;260;101
431785;Vinyols i els Arcs;184;775;195;189;688;162;373;1463;357
083089;Viver i Serrateix;13;54;21;16;46;25;29;100;46
430521;Xerta;56;367;150;61;332;193;117;699;343
;Catalunya;586182;2598440;635209;553078;2546991;843462;1139260;5145431;1478671

